index,fold
903881,0
903892,0
903895,0
903896,0
903913,0
903914,2
903916,0
903920,0
903929,0
903938,2
903943,2
903948,2
903953,2
903958,2
903961,1
903970,1
903974,1
903975,1
903980,1
903982,0
903988,1
903990,2
903994,2
903995,1
904000,2
904003,1
904006,2
904007,2
904010,0
904015,2
904016,0
904037,1
904038,2
904039,0
904040,2
904044,0
904048,1
904057,2
904061,2
904067,2
904077,0
904078,1
904080,0
904081,1
904082,2
904084,2
904090,1
904095,1
904101,1
904112,2
904126,2
904137,2
904138,0
904146,1
904156,2
904172,0
904178,2
904191,0
904200,2
904209,1
904218,0
904221,0
904222,0
904225,0
904234,1
904266,2
904283,1
904285,0
904287,1
904295,0
904303,1
904307,2
904309,0
904310,1
904321,0
904326,2
904327,2
904331,1
904334,2
904348,0
904370,0
904393,1
904399,1
904404,1
904405,2
904417,0
904423,0
904433,0
904443,0
904447,2
904454,1
904456,2
904466,0
904493,2
904526,0
904537,2
904543,0
904565,2
904584,2
904585,2
904587,0
904590,0
904592,1
904594,1
904595,1
904604,1
904617,2
904620,0
904628,1
904629,2
904655,2
904657,0
904664,2
904672,2
904675,2
904677,0
904684,2
904688,0
904706,2
904713,0
904729,2
904731,2
904732,2
904735,1
904744,0
904771,1
904772,1
904773,0
904778,0
904784,0
904788,2
904799,0
904801,1
904803,0
904809,2
904811,2
904816,1
904821,0
904823,1
904833,0
904836,0
904839,1
904851,1
904856,2
904859,1
904865,0
904867,2
904870,1
904878,1
904883,0
904891,0
904896,0
904902,2
904924,0
904928,0
904929,0
904933,1
904939,2
904951,2
904958,2
904960,1
904962,2
904971,0
904972,0
904999,2
905018,2
905022,0
905025,2
905028,0
905036,0
905046,2
905052,0
905060,2
905062,0
905068,0
905069,1
905075,1
905078,1
905090,1
905097,1
905102,0
905103,2
905108,1
905110,0
905118,2
905120,0
905123,0
905131,2
905135,0
905157,1
905159,2
905164,1
905170,0
905171,2
905176,2
905198,1
905200,2
905206,1
905214,2
905216,2
905217,1
905218,2
905219,1
905224,0
905231,2
905236,0
905241,0
905250,2
905263,1
905270,2
905272,2
905276,0
905283,0
905289,1
905293,1
905298,1
905307,1
905311,0
905318,0
905333,1
905335,1
905337,0
905341,2
905349,2
905357,2
905358,2
905366,2
905379,1
905382,1
905403,1
905411,2
905413,0
905414,2
905418,0
905420,1
905423,1
905427,2
905452,2
905458,1
905461,2
905463,1
905465,0
905470,1
905488,1
905489,0
905493,0
905498,0
905499,0
905503,0
905510,1
905511,0
905513,0
905530,2
905543,0
905546,1
905553,1
905588,1
905602,0
905614,2
905625,1
905628,0
905632,1
905636,0
905640,2
905646,1
905654,0
905657,2
905662,2
905663,2
905664,0
905665,1
905668,1
905670,1
905673,0
905680,0
905682,1
905687,1
905717,0
905722,2
905730,1
905741,0
905745,1
905764,2
905771,1
905773,2
905795,1
905801,2
905812,1
905814,2
905816,1
905819,0
905826,2
905828,0
905835,1
905842,2
905843,1
905854,1
905858,2
905862,1
905868,0
905889,2
905891,0
905896,0
905897,0
905920,2
905930,2
905934,2
905951,0
905959,0
905964,1
905974,1
905975,1
905978,2
905982,0
905996,0
905998,0
906004,1
906009,2
906017,0
906019,1
906023,2
906040,1
906051,1
906059,0
906064,1
906081,0
906083,2
906097,0
906101,2
906104,0
906114,1
906119,2
906120,1
906128,0
906135,1
906142,1
906143,1
906150,2
906160,1
906162,0
906169,1
906171,0
906176,1
906180,0
906192,1
906207,0
906216,1
906218,2
906219,1
906228,1
906235,1
906238,0
906239,0
906243,0
906245,0
906251,1
906259,0
906262,0
906276,2
906297,1
906305,1
906306,0
906320,1
906325,0
906335,2
906342,0
906357,2
906369,0
906372,2
906373,2
906380,1
906385,1
906399,1
906406,1
906408,1
906418,2
906425,1
906440,1
906445,1
906446,1
906450,0
906455,0
906456,1
906471,1
906473,1
906481,1
906489,0
906493,1
906495,0
906497,1
906518,0
906523,1
906548,0
906560,0
906567,2
906577,0
906590,0
906598,0
906605,2
906610,1
906611,1
906612,2
906614,1
906617,2
906618,1
906632,1
906643,0
906648,2
906649,1
906658,1
906659,2
906660,2
906662,1
906671,0
906676,2
906679,2
906682,1
906703,0
906708,2
906710,0
906719,0
906728,1
906740,0
906741,2
906749,0
906757,0
906758,2
906760,1
906761,1
906766,1
906773,2
906781,0
906782,2
906786,2
906787,2
906793,1
906811,1
906828,2
906837,0
906844,1
906845,0
906861,0
906865,2
906878,1
906885,0
906893,1
906896,1
906898,1
906900,1
906904,2
906906,2
906914,2
906920,2
906924,0
906936,1
906947,0
906948,0
906964,2
906965,0
906969,2
906970,2
906974,2
906975,0
906982,1
906983,0
906989,1
907009,1
907011,2
907016,0
907022,2
907029,0
907032,1
907036,2
907040,2
907049,1
907060,1
907067,0
907072,1
907074,2
907086,2
907103,1
907112,2
907114,0
907130,0
907133,0
907135,0
907141,2
907144,0
907147,1
907152,2
907157,1
907158,1
907162,2
907174,0
907175,1
907180,0
907184,0
907196,1
907205,0
907210,1
907212,1
907213,2
907221,1
907242,2
907247,1
907250,0
907251,1
907255,2
907263,1
907274,1
907287,2
907289,1
907290,1
907291,1
907314,0
907317,2
907327,2
907332,1
907337,2
907351,1
907355,2
907365,1
907368,0
907369,2
907372,1
907374,1
907391,2
907398,2
907406,2
907410,0
907412,2
907417,1
907425,0
907430,1
907435,1
907443,2
907446,0
907453,0
907454,0
907457,0
907458,1
907470,0
907493,2
907501,0
907505,1
907522,0
907525,0
907528,0
907539,1
907545,2
907550,0
907551,0
907552,0
907553,0
907566,0
907574,0
907575,1
907578,1
907580,2
907590,2
907611,2
907617,0
907624,1
907629,1
907637,1
907646,2
907654,0
907669,0
907671,2
907692,1
907703,1
907710,0
907733,0
907742,0
907754,0
907762,2
907764,1
907769,1
907776,0
907785,0
907789,0
907799,2
907801,0
907806,0
907811,2
907820,0
907850,2
907857,1
907869,0
907880,1
907889,2
907897,1
907900,1
907910,0
907921,2
907922,1
907924,2
907933,1
907944,0
907948,0
907953,0
907956,1
907957,2
907959,0
907960,2
907965,0
907967,1
907998,0
908011,0
908032,2
908043,2
908051,0
908052,0
908059,0
908060,0
908068,1
908077,0
908081,0
908088,0
908108,2
908143,1
908151,2
908159,0
908161,1
908191,2
908197,1
908198,1
908207,2
908213,2
908216,1
908240,0
908246,0
908252,1
908255,2
908260,1
908274,2
908278,0
908283,1
908284,0
908293,1
908308,2
908314,0
908318,0
908320,1
908338,2
908356,0
908381,0
908385,2
908389,1
908397,0
908405,1
908409,1
908423,0
908424,1
908426,0
908443,2
908444,2
908456,1
908458,1
908476,0
908477,2
908503,2
908504,2
908512,1
908526,0
908532,0
908533,2
908534,2
908549,0
908551,0
908559,0
908567,1
908573,2
908589,0
908609,1
908612,2
908613,1
908629,1
908630,2
908636,0
908639,2
908642,2
908643,0
908645,0
908650,0
908655,2
908665,0
908672,2
908697,0
908717,0
908721,1
908723,2
908730,0
908735,0
908745,0
908757,0
908760,1
908772,1
908773,0
908793,1
908803,1
908807,1
908814,0
908819,1
908822,1
908825,2
908841,0
908842,1
908844,0
908860,0
908861,0
908869,2
908883,2
908899,1
908904,1
908906,0
908910,2
908924,1
908938,0
908944,1
908946,1
908948,2
908951,0
908959,2
908966,2
908975,1
908977,2
908999,2
909003,0
909011,2
909022,1
909036,2
909044,1
909045,2
909051,2
909062,2
909070,2
909076,2
909078,2
909089,1
909092,0
909095,0
909099,1
909102,1
909107,1
909112,0
909124,0
909126,2
909135,1
909136,1
909157,1
909162,0
909168,2
909172,1
909181,1
909192,2
909193,0
909199,2
909208,0
909210,2
909212,2
909216,2
909218,1
909219,0
909230,0
909240,0
909244,1
909259,2
909262,2
909275,0
909276,1
909280,1
909293,1
909296,0
909307,0
909313,1
909315,0
909319,0
909334,0
909340,0
909344,1
909345,1
909347,2
909348,2
909351,0
909360,2
909371,2
909373,1
909375,0
909376,1
909389,0
909393,0
909394,1
909402,1
909408,1
909409,0
909410,1
909416,1
909422,2
909446,1
909451,2
909455,1
909460,2
909473,2
909474,1
909489,1
909497,2
909498,0
909501,2
909502,1
909507,2
909514,2
909518,1
909521,0
909524,2
909538,2
909540,2
909553,2
909566,2
909569,1
909571,1
909572,2
909579,2
909585,0
909589,2
909609,1
909610,1
909615,1
909626,1
909629,1
909635,2
909646,0
909651,1
909660,2
909661,2
909663,0
909664,1
909667,0
909679,1
909682,1
909690,1
909694,2
909695,2
909698,1
909716,1
909722,2
909728,1
909729,0
909735,2
909739,1
909743,0
909749,2
909750,0
909753,1
909762,0
909766,0
909768,2
909776,0
909782,1
909784,0
909794,0
909800,2
909805,1
909808,1
909816,2
909818,2
909819,0
909825,1
909844,0
909858,2
909866,2
909871,1
909873,0
909875,1
909886,1
909889,2
909900,2
909905,2
909910,0
909920,2
909926,0
909936,0
909937,2
909941,0
909942,2
909961,1
909962,2
909963,1
909965,2
909988,2
910008,1
910012,1
910020,1
910022,1
910023,0
910032,2
910043,2
910054,0
910055,1
910058,1
910062,2
910079,1
910080,2
910087,0
910113,2
910117,0
910140,0
910143,2
910148,2
910150,1
910151,2
910157,0
910164,0
910183,0
910185,1
910190,0
910194,0
910197,0
910200,1
910202,1
910204,0
910217,1
910221,0
910225,2
910231,2
910237,0
910240,2
910244,0
910260,1
910267,1
910268,2
910272,1
910276,0
910282,0
910289,1
910291,1
910295,0
910306,1
910309,1
910310,2
910315,1
910319,2
910328,0
910335,2
910338,1
910343,0
910357,0
910359,2
910375,2
910395,2
910406,0
910412,0
910421,0
910427,0
910435,1
910440,0
910442,2
910446,0
910451,2
910454,0
910455,0
910465,1
910475,2
910478,0
910483,0
910485,2
910490,2
910494,0
910506,2
910517,0
910529,0
910531,1
910532,0
910536,2
910544,0
910551,2
910583,2
910597,2
910600,0
910613,1
910615,2
910627,2
910634,0
910648,0
910652,2
910654,0
910658,0
910664,0
910665,0
910669,0
910670,1
910676,2
910677,1
910683,2
910688,0
910696,2
910707,2
910708,1
910725,1
910733,0
910738,2
910746,1
910748,2
910750,1
910751,1
910754,1
910758,0
910768,1
910776,1
910779,2
910780,2
910783,1
910784,1
910789,2
910793,2
910796,2
910797,1
910817,2
910822,1
910823,0
910824,1
910825,2
910832,0
910835,2
910846,0
910851,1
910852,1
910853,0
910859,0
910861,1
910881,0
910912,1
910914,0
910915,1
910922,1
910928,0
910932,2
910939,0
910943,2
910951,2
910965,0
910973,0
910985,1
910991,0
910992,0
910997,1
910999,0
911009,2
911017,0
911019,2
911022,1
911024,2
911025,1
911031,1
911032,0
911035,2
911043,2
911046,1
911050,1
911051,1
911056,0
911061,1
911063,2
911064,0
911076,0
911088,0
911094,2
911115,1
911123,1
911128,2
911134,2
911145,1
911153,2
911155,0
911158,2
911164,2
911168,2
911176,2
911177,0
911182,1
911189,2
911191,2
911192,0
911195,0
911199,2
911210,0
911215,2
911219,1
911220,2
911221,0
911228,0
911229,2
911233,1
911237,2
911251,0
911256,0
911264,0
911267,2
911270,1
911279,2
911288,0
911318,2
911334,0
911344,2
911348,2
911354,2
911365,1
911373,2
911374,0
911380,0
911384,1
911404,2
911406,1
911408,0
911415,0
911427,1
911433,0
911444,1
911452,2
911458,0
911465,2
911467,2
911484,2
911490,1
911498,1
911507,2
911514,0
911520,0
911526,1
911533,2
911534,1
911538,2
911550,2
911551,0
911569,1
911573,2
911574,0
911581,0
911584,1
911589,1
911592,2
911606,0
911614,0
911618,0
911626,0
911628,1
911634,1
911636,0
911657,1
911665,0
911670,0
911676,2
911680,2
911691,0
911703,2
911706,2
911710,2
911716,1
911722,2
911726,0
911734,1
911760,2
911772,0
911780,2
911784,1
911791,0
911805,1
911808,2
911811,2
911817,0
911825,1
911838,1
911841,0
911848,0
911853,1
911856,2
911862,2
911865,1
911866,0
911882,2
911883,0
911895,1
911897,1
911901,2
911902,1
911913,1
911922,2
911929,2
911930,2
911932,2
911934,2
911938,2
911941,1
911943,2
911945,0
911949,0
911960,2
911967,0
911969,2
911997,1
912021,0
912024,0
912026,0
912034,0
912054,0
912058,0
912065,2
912066,0
912073,0
912077,1
912087,2
912102,0
912112,0
912113,2
912123,0
912128,0
912131,1
912148,1
912151,0
912167,1
912170,0
912177,1
912185,2
912194,1
912197,1
912200,1
912213,0
912214,2
912219,2
912222,0
912228,0
912234,0
912238,2
912239,0
912244,0
912251,0
912254,2
912268,0
912283,1
912284,0
912288,0
912293,0
912294,2
912298,2
912300,0
912305,0
912307,2
912313,2
912330,0
912334,2
912338,0
912341,0
912346,0
912355,0
912360,0
912363,2
912371,1
912387,0
912391,0
912395,2
912398,2
912404,1
912405,1
912416,1
912417,0
912419,0
912438,0
912443,2
912445,0
912462,2
912463,0
912467,1
912474,1
912475,1
912487,1
912488,2
912494,1
912495,0
912507,0
912513,0
912529,0
912538,0
912542,2
912562,1
912566,2
912573,0
912578,0
912579,1
912591,1
912593,2
912639,0
912648,1
912654,0
912656,0
912657,2
912658,1
912667,0
912677,2
912689,2
912694,1
912703,0
912714,0
912718,2
912722,0
912728,2
912729,1
912732,2
912737,1
912747,1
912755,2
912756,1
912761,2
912765,1
912768,1
912784,0
912787,1
912790,0
912793,2
912814,0
912831,2
912832,1
912835,1
912846,0
912852,0
912854,0
912861,0
912865,1
912868,1
912890,0
912894,2
912908,2
912918,0
912920,0
912922,1
912946,0
912953,2
912955,0
912959,1
912963,1
912985,1
912998,1
913006,0
913030,2
913032,0
913040,1
913047,2
913062,1
913070,1
913078,1
913083,2
913091,1
913095,1
913096,2
913103,0
913105,0
913113,0
913125,2
913131,1
913162,0
913181,2
913183,0
913184,1
913186,1
913193,1
913199,0
913206,2
913207,2
913209,1
913218,0
913224,0
913239,2
913246,2
913250,0
913264,1
913270,1
913271,2
913274,0
913275,2
913277,0
913290,0
913302,2
913306,0
913329,2
913337,1
913339,0
913341,0
913345,2
913352,2
913358,0
913361,1
913363,0
913376,1
913377,1
913380,0
913383,1
913384,0
913389,2
913398,0
913399,2
913407,2
913415,1
913430,1
913438,0
913439,1
913440,2
913442,2
913444,2
913457,2
913464,1
913466,0
913477,0
913486,2
913489,2
913500,2
913501,0
913509,2
913518,1
913525,0
913531,1
913539,2
913540,0
913547,0
913550,1
913556,2
913564,1
913572,1
913576,2
913578,0
913584,1
913594,0
913611,1
913622,1
913625,1
913633,1
913634,0
913635,2
913647,2
913648,0
913651,2
913652,0
913686,2
913713,1
913728,1
913734,1
913741,1
913742,1
913745,1
913749,0
913757,0
913764,0
913776,1
913788,1
913796,2
913800,2
913806,2
913814,0
913818,0
913821,0
913823,1
913839,2
913875,1
913889,2
913891,1
913897,0
913898,1
913904,1
913910,1
913913,2
913916,2
913931,1
913937,1
913945,1
913947,2
913949,1
913967,0
913974,2
913975,0
913977,0
913999,2
914003,0
914010,2
914019,2
914020,0
914024,2
914025,2
914040,2
914050,2
914061,2
914068,0
914087,2
914110,0
914117,2
914120,0
914124,1
914131,0
914144,2
914147,2
914152,2
914155,0
914156,0
914157,1
914170,2
914187,0
914190,0
914198,1
914206,0
914216,2
914217,0
914233,0
914239,1
914241,0
914245,1
914247,1
914248,1
914252,0
914254,1
914266,0
914268,2
914281,1
914304,2
914310,1
914321,2
914325,0
914327,1
914329,2
914330,0
914331,0
914332,1
914344,1
914354,1
914367,0
914371,1
914373,2
914390,1
914407,2
914423,0
914432,1
914437,0
914444,0
914449,0
914450,0
914451,1
914465,2
914472,2
914478,0
914487,0
914494,0
914495,2
914496,2
914501,0
914502,1
914506,1
914521,1
914538,1
914543,0
914556,1
914559,0
914574,2
914575,2
914579,0
914580,1
914581,1
914588,1
914593,2
914596,1
914597,2
914601,0
914602,2
914603,0
914614,1
914618,0
914620,0
914621,2
914625,1
914641,1
914643,0
914645,0
914665,1
914670,1
914671,2
914681,1
914687,2
914693,0
914694,1
914699,1
914701,0
914720,2
914732,0
914738,0
914742,0
914744,2
914750,2
914758,0
914760,0
914765,1
914777,2
914793,0
914806,1
914814,1
914816,2
914817,2
914823,0
914828,1
914839,1
914842,1
914846,0
914847,1
914852,1
914857,2
914862,1
914867,2
914876,1
914880,2
914886,1
914899,1
914904,2
914908,2
914914,1
914924,2
914956,0
914962,2
914964,1
914966,0
914975,1
914976,1
914978,0
914986,0
914991,1
915007,0
915029,2
915049,0
915055,0
915057,0
915064,0
915067,2
915069,0
915073,0
915092,1
915095,1
915099,1
915100,2
915118,0
915135,0
915137,0
915140,1
915142,0
915150,2
915161,2
915169,1
915171,0
915175,0
915176,0
915181,0
915190,1
915229,0
915236,0
915237,2
915243,0
915251,1
915264,2
915265,0
915273,2
915275,0
915288,1
915289,1
915290,1
915295,0
915298,2
915307,1
915317,2
915319,2
915321,0
915322,0
915332,0
915337,1
915338,1
915344,2
915347,0
915360,0
915362,0
915376,0
915377,0
915379,0
915381,1
915385,0
915386,0
915387,1
915395,2
915401,0
915404,2
915423,2
915425,2
915431,2
915433,1
915442,2
915446,1
915464,2
915469,0
915470,1
915471,0
915477,2
915481,2
915511,2
915539,1
915542,2
915548,0
915552,1
915557,1
915571,2
915572,1
915575,1
915610,2
915613,2
915620,0
915626,2
915627,1
915631,1
915632,2
915642,1
915654,1
915655,0
915668,2
915676,0
915681,2
915689,0
915690,0
915694,0
915695,2
915698,0
915703,2
915714,1
915717,0
915725,2
915730,2
915731,1
915746,2
915749,0
915761,1
915764,2
915771,2
915772,1
915784,2
915787,1
915792,1
915796,0
915802,1
915807,0
915813,0
915816,1
915818,2
915822,0
915825,0
915829,2
915843,2
915845,1
915851,2
915856,1
915866,1
915875,0
915885,0
915905,2
915907,1
915916,1
915923,0
915928,2
915929,1
915932,1
915933,1
915939,2
915947,1
915950,0
915955,1
915957,0
915958,2
915961,1
915972,1
915977,0
915978,0
915993,1
915995,1
915997,0
916003,1
916009,1
916015,1
916019,1
916026,1
916039,0
916060,0
916075,1
916076,0
916079,0
916084,1
916091,1
916097,0
916100,0
916104,0
916111,1
916119,0
916121,1
916122,2
916125,1
916128,0
916129,1
916133,0
916136,1
916174,1
916175,2
916178,1
916179,2
916203,2
916209,1
916213,2
916216,1
916223,1
916227,2
916231,0
916236,2
916249,1
916252,0
916253,1
916259,1
916260,0
916264,0
916268,1
916283,2
916291,1
916294,0
916309,1
916312,1
916326,0
916332,2
916333,0
916336,1
916339,0
916348,0
916354,0
916367,2
916374,1
916375,2
916381,2
916382,1
916394,1
916398,1
916405,0
916408,1
916446,2
916447,1
916454,1
916458,2
916466,0
916478,0
916500,2
916501,2
916503,2
916504,2
916509,1
916532,2
916536,1
916540,2
916550,1
916553,2
916555,0
916572,0
916575,2
916580,2
916581,0
916591,2
916600,0
916602,0
916619,1
916620,1
916626,0
916628,1
916630,0
916636,0
916640,0
916662,1
916668,1
916670,1
916679,0
916680,2
916686,1
916689,2
916696,2
916703,0
916714,1
916733,2
916737,1
916740,0
916741,0
916747,0
916750,2
916757,1
916765,1
916772,1
916799,1
916817,1
916820,1
916826,1
916827,2
916835,0
916838,1
916840,0
916842,0
916845,1
916852,2
916863,0
916876,1
916890,2
916891,0
916895,0
916909,2
916918,1
916921,0
916925,1
916938,2
916941,1
916947,1
916948,1
916958,0
916960,1
916961,2
916963,2
916968,1
916972,2
916976,1
916984,1
917006,2
917007,0
917011,2
917012,1
917021,0
917030,2
917032,0
917047,0
917050,2
917061,2
917065,2
917070,1
917072,0
917082,0
917087,1
917089,1
917090,1
917099,2
917104,1
917106,0
917118,2
917130,1
917133,1
917154,0
917157,0
917158,1
917173,1
917177,0
917183,1
917188,2
917226,0
917237,1
917241,1
917262,2
917265,1
917280,0
917285,0
917290,0
917291,2
917301,0
917302,2
917306,1
917308,0
917311,1
917312,2
917328,2
917336,2
917338,1
917346,0
917351,2
917353,2
917361,2
917364,0
917368,2
917371,2
917372,1
917376,0
917378,0
917387,0
917388,0
917395,1
917401,2
917402,1
917410,0
917413,0
917417,0
917427,0
917432,2
917433,1
917442,2
917446,0
917448,2
917450,1
917453,2
917471,0
917481,2
917485,0
917496,1
917501,0
917508,1
917509,2
917511,1
917516,1
917520,2
917525,0
917544,0
917550,0
917552,0
917553,2
917556,1
917558,0
917561,2
917577,0
917591,1
917599,1
917604,0
917615,2
917617,1
917638,1
917640,2
917649,0
917651,1
917652,2
917672,0
917673,2
917675,0
917677,2
917680,0
917687,1
917691,0
917707,1
917708,1
917726,2
917738,1
917750,2
917757,1
917772,2
917778,2
917780,1
917790,1
917794,2
917800,2
917802,0
917820,0
917821,0
917826,0
917827,0
917834,1
917836,1
917843,1
917850,2
917855,0
917861,2
917866,0
917877,0
917878,0
917880,0
917891,1
917893,2
917898,2
917909,1
917916,2
917922,1
917933,1
917934,0
917939,2
917962,0
917967,0
917974,0
917976,0
917978,1
917985,0
917989,2
917994,1
917999,2
918013,2
918015,1
918019,2
918024,0
918026,2
918032,2
918041,1
918055,2
918065,2
918067,1
918070,0
918076,1
918077,0
918078,0
918088,2
918090,2
918096,0
918105,2
918108,1
918111,1
918125,0
918128,2
918130,1
918131,1
918141,2
918158,0
918165,2
918181,2
918186,0
918191,1
918197,2
918198,0
918212,0
918215,1
918222,2
918230,2
918242,0
918251,2
918258,2
918269,0
918274,2
918286,0
918290,2
918301,1
918302,1
918304,2
918312,0
918313,0
918322,1
918333,1
918347,0
918355,1
918368,2
918374,0
918405,2
918408,0
918409,2
918417,1
918420,1
918422,0
918427,0
918438,2
918444,0
918448,0
918450,0
918457,1
918467,0
918471,1
918476,0
918482,2
918485,0
918488,1
918497,2
918501,1
918507,2
918511,0
918520,0
918521,2
918522,2
918530,1
918532,1
918539,0
918541,2
918553,0
918559,1
918568,0
918569,1
918574,2
918583,0
918584,1
918588,1
918604,2
918605,1
918615,0
918626,1
918627,1
918629,2
918637,1
918646,1
918662,0
918666,2
918672,0
918692,0
918695,1
918703,1
918704,2
918705,1
918706,2
918711,0
918720,2
918722,2
918729,1
918731,0
918737,1
918741,1
918769,0
918771,1
918775,0
918778,2
918780,1
918795,2
918796,2
918813,0
918823,2
918827,0
918839,1
918852,0
918867,0
918868,0
918874,1
918876,2
918887,2
918894,1
918911,1
918919,0
918930,0
918938,2
918942,2
918945,0
918946,1
918956,1
918957,0
918960,0
918970,2
918971,1
918974,1
918976,0
918979,0
918990,1
919005,2
919016,2
919024,1
919026,1
919031,2
919033,1
919034,2
919038,2
919044,1
919053,1
919056,1
919069,2
919079,1
919093,2
919106,2
919119,1
919121,2
919123,1
919127,0
919143,2
919149,2
919150,1
919154,1
919158,1
919159,1
919165,0
919168,2
919177,2
919201,0
919205,2
919213,2
919217,2
919225,2
919227,1
919228,2
919235,2
919267,1
919270,2
919273,2
919278,0
919279,2
919284,2
919286,2
919288,2
919305,0
919308,2
919310,2
919344,2
919346,2
919353,2
919364,2
919389,1
919402,0
919411,1
919416,0
919431,0
919432,0
919438,1
919440,1
919451,0
919459,1
919465,2
919475,0
919483,0
919486,2
919488,2
919497,1
919501,1
919503,1
919504,0
919509,2
919518,0
919522,1
919530,2
919543,2
919553,0
919560,1
919564,2
919568,1
919572,0
919573,2
919575,1
919585,0
919592,0
919596,0
919598,2
919600,1
919601,0
919609,2
919627,2
919634,2
919635,2
919638,2
919651,2
919661,2
919663,2
919678,0
919686,2
919694,2
919706,2
919708,1
919712,1
919714,0
919715,1
919719,1
919727,0
919740,2
919755,1
919758,1
919770,2
919776,0
919782,1
919784,2
919786,0
919798,0
919803,1
919810,0
919813,1
919819,0
919820,2
919827,1
919831,2
919834,1
919838,0
919845,0
919848,2
919854,0
919874,0
919886,1
919891,0
919892,2
919908,0
919915,2
919916,2
919927,0
919928,2
919932,1
919939,1
919950,2
919973,0
919983,1
919996,1
920011,1
920014,2
920020,0
920022,1
920031,1
920050,0
920058,0
920062,1
920063,2
920066,1
920076,0
920080,2
920084,0
920105,0
920120,0
920128,0
920131,0
920135,0
920146,0
920153,1
920161,0
920163,1
920164,1
920165,1
920167,0
920173,2
920176,2
920177,2
920181,0
920182,1
920183,2
920184,1
920191,1
920227,0
920233,1
920238,0
920245,2
920250,2
920271,2
920276,2
920278,2
920279,0
920281,2
920287,1
920291,1
920310,2
920312,0
920330,0
920335,1
920341,1
920357,0
920358,2
920368,0
920375,2
920377,2
920386,1
920390,1
920414,1
920415,1
920416,2
920418,1
920421,0
920428,1
920429,1
920433,0
920446,1
920450,0
920455,1
920458,2
920464,1
920465,2
920471,0
920499,0
920501,0
920502,0
920513,2
920532,1
920534,2
920535,1
920536,0
920542,2
920543,0
920544,2
920547,0
920571,0
920572,1
920574,0
920579,2
920588,0
920589,2
920592,0
920597,2
920598,1
920601,1
920603,2
920605,0
920615,2
920621,2
920622,2
920629,1
920632,2
920634,2
920637,1
920653,1
920658,0
920659,1
920660,0
920673,0
920680,1
920682,1
920685,2
920686,1
920713,0
920723,1
920724,1
920731,2
920733,0
920736,1
920738,0
920739,0
920741,2
920749,0
920750,2
920754,0
920761,2
920765,2
920766,2
920774,2
920775,2
920777,0
920780,2
920793,1
920795,1
920797,2
920809,2
920811,0
920812,0
920814,0
920816,2
920818,2
920822,0
920825,1
920831,0
920832,0
920836,2
920842,2
920845,2
920846,1
920850,0
920852,2
920856,2
920859,2
920864,0
920871,0
920881,0
920884,2
920886,0
920887,1
920892,1
920902,2
920903,2
920906,2
920908,1
920918,1
920919,0
920926,0
920943,1
920948,2
920961,1
920979,0
920981,2
920987,0
921007,2
921012,1
921014,2
921016,0
921019,2
921031,1
921037,0
921039,2
921045,0
921049,1
921057,1
921058,0
921063,1
921066,1
921075,2
921089,1
921093,2
921095,0
921116,1
921118,2
921124,0
921127,1
921137,1
921149,1
921153,0
921172,0
921173,0
921233,0
921236,0
921240,2
921250,0
921270,0
921273,1
921283,2
921310,2
921313,0
921327,2
921333,1
921339,1
921340,1
921344,1
921350,1
921362,2
921374,1
921381,0
921394,2
921406,0
921418,0
921424,2
921425,0
921428,2
921434,2
921436,1
921453,1
921456,1
921458,0
921460,0
921469,1
921481,0
921483,2
921486,2
921495,2
921498,1
921507,2
921519,1
921523,1
921529,1
921530,2
921532,0
921534,2
921541,1
921543,2
921548,1
921550,2
921553,0
921560,1
921563,2
921574,1
921582,1
921584,0
921604,1
921616,0
921619,2
921631,2
921641,0
921643,2
921645,1
921649,0
921654,1
921657,0
921675,2
921689,0
921690,1
921724,2
921725,0
921733,0
921740,2
921742,1
921743,0
921751,2
921752,0
921754,0
921755,0
921759,0
921770,2
921771,2
921778,0
921783,2
921786,1
921793,1
921796,0
921800,0
921802,2
921810,1
921820,2
921827,2
921829,0
921830,2
921837,2
921841,1
921847,1
921853,0
921863,1
921868,1
921870,1
921871,1
921873,1
921906,1
921913,1
921914,0
921919,0
921920,1
921926,2
921932,1
921945,0
921966,0
921968,2
921969,0
921977,2
921980,1
921991,2
921992,0
922022,0
922027,1
922032,2
922035,2
922042,0
922045,1
922046,1
922052,0
922059,1
922060,0
922067,0
922068,2
922075,1
922087,1
922090,1
922093,1
922095,2
922102,2
922113,1
922132,0
922138,2
922144,1
922146,1
922173,0
922175,2
922176,0
922178,0
922184,0
922196,2
922198,2
922201,0
922203,2
922213,2
922226,2
922229,0
922252,0
922270,1
922272,2
922276,0
922278,2
922280,2
922281,2
922283,0
922286,0
922290,0
922297,0
922315,1
922317,0
922320,0
922322,2
922346,2
922348,2
922352,0
922360,1
922362,1
922363,1
922372,2
922373,0
922380,0
922393,1
922400,1
922402,2
922406,2
922409,0
922410,1
922416,0
922425,2
922426,2
922427,2
922429,0
922432,2
922446,0
922457,0
922460,2
922475,2
922493,1
922507,1
922515,0
922517,2
922532,0
922539,2
922540,0
922541,1
922542,2
922544,0
922553,2
922580,0
922582,0
922588,1
922594,1
922603,0
922606,2
922608,2
922612,1
922624,0
922625,0
922627,1
922630,0
922641,0
922648,2
922661,0
922662,2
922676,1
922682,1
922688,0
922696,1
922698,0
922702,0
922707,2
922714,1
922716,2
922733,1
